
1	﻿यौ	INJ
1	जे	PRP
1	हमरा	PRP
1	सभ	QF
1	केँ	PSP
1	कलम	NN
1	लगाओल	VM
1	जाय	VAUX
1	।	SYM

1	मानलहुँ	VM
1	।	SYM

1	मुदा	CC
1	हुनका	PRP
1	सभ	QF
1	केँ	PSP
1	अविश्वासक	NN
1	कारणेँ	NN
1	काटि	VM
1	कऽ	VAUX
1	कयल	VM
1	गेलनि	VAUX
1	आ	CC
1	अहाँ	PRP
1	सभ	RP
1	विश्वासक	NN
1	कारण	NN
1	अपन	PRP
1	स्थान	NN
1	पर	PSP
1	स्थिर	NN
1	छी	VM
1	।	SYM

1	तेँ	CC
1	अहंकार	NN
1	नहि	NEG
1	करू	VM
1	,	SYM
1	बल्कि	CC
1	भय	NN
1	मानू	VM
1	।	SYM

1	किएक	WQ
1	तँ	RB
1	जखन	NST
1	परमेश्वर	NNP
1	मूल	NN
1	ठाढ़ि	NN
1	केँ	PSP
1	नहि	NEG
1	छोड़लनि	VM
1	तँ	RB
1	ओ	PRP
1	अहूँ	PRP
1	सभ	RP
1	केँ	PSP
1	नहि	NEG
1	छोड़ताह	VM
1	।	SYM

1	तेँ	CC
1	परमेश्वरक	NNP
1	दया	NN
1	आ	CC
1	कठोरता	NN
1	,	SYM
1	दूनू	QO
1	पर	PSP
1	ध्यान	NN
1	राखू	VM
1	कठोरता	NN
1	तकरा	PRP
1	सभ	QF
1	पर	PSP
1	अछि	VM
1	जकरा	PRP
1	सभक	QF
1	पतन	NN
1	भऽ	VM
1	गेल	VAUX
1	छैक	VAUX
1	मुदा	CC
1	अहाँ	PRP
1	सभक	RP
1	लेल	PSP
1	हुनकर	PRP
1	दया	NN
1	अछि	VM
1	,	SYM
1	लेकिन	RB
1	से	PSP
1	तखने	NST
1	जखन	NST
1	अहाँ	PRP
1	सभ	RP
1	हुनकर	PRP
1	दयाक	NN
1	शरण	NN
1	मे	PSP
1	रहब	VM
1	नहि	NEG
1	तँ	RB
1	अहूँ	PRP
1	सभ	RP
1	काटि	VM
1	कऽ	VAUX
1	अलग	RB
1	कऽ	VM
1	देल	VAUX
1	जायब	VAUX
1	।	SYM

1	एही	PRP
1	तरहेँ	PSP
1	जँ	RB
1	ओहो	DEM
1	सभ	RP
1	अपन	PRP
1	अविश्वास	NN
1	मे	PSP
1	जिद्दी	NN
1	बनल	VM
1	नहि	NEG
1	रहताह	VM
1	तँ	RB
1	हुनको	PRP
1	सभ	QF
1	केँ	PSP
1	कलम	NN
1	लगाओल	VM
1	जयतनि	VAUX
1	।	SYM

1	किएक	WQ
1	तँ	RB
1	परमेश्वर	NNP
1	सामर्थ्यवान	NN
1	छथि	VM
1	जे	PRP
1	हुनका	PRP
1	सभ	QF
1	केँ	PSP
1	फेर	NST
1	कलम	VM
1	लगा	VAUX
1	लेथि	VAUX
1	।	SYM

1	कारण	NN
1	,	SYM
1	जखन	NST
1	अहाँ	PRP
1	सभ	RP
1	जंगली	JJ
1	जैतूनक	NN
1	गाछ	NN
1	सँ	PSP
1	काटल	VM
1	जा	VM
1	कऽ	VAUX
1	प्रकृतिक	NN
1	विपरीत	NN
1	एक	QC
1	नीक	JJ
1	गाछ	NN
1	मे	PSP
1	कलम	NN
1	लगाओल	VM
1	गेलहुँ	VAUX
1	,	SYM
1	तँ	RB
1	जे	PRP
1	नीक	JJ
1	जैतूनक	NN
1	असली	JJ
1	ठाढ़ि	NN
1	अछि	VM
1	से	PSP
1	किएक	WQ
1	नहि	NEG
1	अपन	PRP
1	गाछ	NN
1	मे	PSP
1	आसानी	NN
1	सँ	PSP
1	कलम	NN
1	लगाओल	VM
1	जायत	VAUX
1	?	SYM

1	यौ	INJ
1	भाइ	NN
1	लोकनि	NN
1	,	SYM
1	कतौ	NST
1	एहन	PRP
1	नहि	NEG
1	होअय	VM
1	जे	PRP
1	अहाँ	PRP
1	सभ	RP
1	अपना	PRP
1	केँ	PSP
1	बहुत	QF
1	बुद्धिमान	NN
1	बुझी	VM
1	।	SYM

1	तेँ	CC
1	हम	PRP
1	अहाँ	PRP
1	सभ	RP
1	केँ	PSP
1	ई	PRP
1	सत्य	NN
1	जे	PRP
1	पहिने	NST
1	गुप्त	NN
1	छल	VM
1	,	SYM
1	सँ	PSP
1	बुझाबऽ	VM
1	चाहैत	VAUX
1	छी	VAUX
1	जे	PRP
1	,	SYM
1	इस्राएलक	NST
1	अधिकांश	JJ
1	लोक	NN
1	जे	PRP
1	जिद्दी	NN
1	बनल	VM
1	अछि	VAUX
1	,	SYM
1	से	PSP
1	बात	NN
1	सभ	RP
1	दिन	NN
1	तक	PSP
1	नहि	NEG
1	रहत	VM
1	,	SYM
1	बल्कि	CC
1	तहिये	NST
1	धरि	PSP
1	जहिया	NST
1	धरि	PSP
1	परमेश्वरक	NNP
1	चुनल	VM
1	गैर	JJ
1	-	SYM
1	यहूदी	NNP
1	लोकक	NN
1	पूर्ण	JJ
1	संख्याक	NN
1	प्रवेश	NN
1	नहि	NEG
1	भऽ	VM
1	जाइत	VAUX
1	अछि	VAUX
1	।	SYM

1	आओर	CC
1	एहि	PRP
1	तरहेँ	PSP
1	सम्पूर्ण	JJ
1	इस्राएलक	NNP
1	उद्धार	NN
1	होयत	VM
1	,	SYM
1	जेना	PRP
1	कि	CC
1	धर्मशास्त्र	NN
1	मे	PSP
1	लिखल	VM
1	अछि	VAUX
1	।	SYM

1	सियोन	NNP
1	सँ	PSP
1	मुक्ति	NN
1	दाता	NN
1	औताह	VM
1	।	SYM

1	ओ	PRP
1	याकूबक	NNP
1	वंश	NN
1	सँ	PSP
1	अधर्म	NN
1	हटौताह	VM
1	।	SYM

1	प्रभु	NN
1	-	SYM
1	परमेश्वर	NNP
1	कहैत	VM
1	छथि	VAUX
1	जे	PRP
1	हम	PRP
1	जखन	NST
1	ओकरा	PRP
1	सभक	QF
1	पाप	NN
1	हरि	VM
1	लेब	VAUX
1	तँ	RB
1	हम	PRP
1	ओकरा	PRP
1	सभ	QF
1	केँ	PSP
1	देल	VM
1	अपन	PRP
1	एहि	PRP
1	वचन	NN
1	केँ	PSP
1	पूरा	VM
1	करब	VAUX
1	।	SYM

1	शुभ	JJ
1	समाचार	NN
1	केँ	PSP
1	अस्वीकार	NN
1	करबाक	VM
1	कारणेँ	NN
1	यहूदी	NNP
1	सभ	RP
1	परमेश्वरक	NNP
1	शत्रु	NN
1	ठहरि	VM
1	गेल	VAUX
1	छथि	VAUX
1	,	SYM
1	जे	PRP
1	अहाँ	PRP
1	सभक	RP
1	लेल	PSP
1	हितक	NN
1	बात	NN
1	भेल	VM
1	मुदा	CC
1	परमेश्वर	NNP
1	हुनका	PRP
1	सभक	QF
1	पूर्वज	JJ
1	लोकनि	NN
1	केँ	PSP
1	चुनने	VM
1	छलाह	VAUX
1	आ	CC
1	तेँ	CC
1	पूर्वज	JJ
1	सभ	QF
1	केँ	PSP
1	देल	VM
1	वचनक	NN
1	कारणेँ	NN
1	ओ	PRP
1	सभ	QF
1	परमेश्वरक	NNP
1	प्रिय	JJ
1	प्रजा	NN
1	छथि	VM
1	।	SYM

1	कारण	NN
1	,	SYM
1	परमेश्वर	NNP
1	जखन	NST
1	ककरो	PRP
1	बजयबाक	VM
1	वा	CC
1	किछु	QF
1	देबाक	VM
1	निर्णय	NN
1	करैत	VM
1	छथि	VAUX
1	तँ	RB
1	ओ	PRP
1	अपन	PRP
1	निर्णय	NN
1	बदलैत	VM
1	नहि	NEG
1	छथि	VM
1	।	SYM

1	जहिना	RB
1	पहिने	NST
1	अहाँ	PRP
1	सभ	RP
1	परमेश्वरक	NNP
1	आज्ञाकारी	NN
1	छलहुँ	VM
1	मुदा	CC
1	आब	NST
1	यहूदी	NNP
1	सभ	RP
1	केँ	PSP
1	आज्ञाकारी	NN
1	होयबाक	VM
1	कारणेँ	NN
1	अहाँ	PRP
1	सभ	RP
1	पर	PSP
1	दया	NN
1	कयल	VM
1	गेल	VAUX
1	अछि	VAUX
1	,	SYM
1	तहिना	RB
1	यहूदी	NNP
1	सभ	RP
1	एखन	NST
1	आज्ञाकारी	NN
1	छथि	VM
1	जाहि	PRP
1	सँ	PSP
1	ओहि	DEM
1	दयाक	NN
1	कारणेँ	NN
1	जे	PRP
1	अहाँ	PRP
1	सभ	RP
1	पर	UNK
1	कयल	VM
1	गेल	VAUX
1	,	SYM
1	हुनको	PRP
1	सभ	QF
1	पर	PSP
1	आब	NST
1	दया	NN
1	कयल	VM
1	जानि	VAUX
1	।	SYM

1	किएक	WQ
1	तँ	RB
1	परमेश्वर	NNP
1	सभ	RP
1	केँ	PSP
1	आज्ञाकारिताक	NN
1	बन्हन	NN
1	मे	PSP
1	बान्हि	VM
1	लेने	VAUX
1	छथि	VAUX
1	जाहि	PRP
1	सँ	PSP
1	सभ	QF
1	पर	PSP
1	ओ	PRP
1	कृपा	NN
1	करथि	VM
1	।	SYM

1	अहा	INJ
1	!	SYM

1	परमेश्वरक	NNP
1	वैभव	NN
1	,	SYM
1	बुद्धि	NN
1	आ	CC
1	ज्ञान	NN
1	केहन	WQ
1	अपरम्पार	NN
1	छनि	VM
1	!	SYM

1	हुनकर	PRP
1	निर्णयक	NN
1	गहिराइ	NN
1	आ	CC
1	हुनकर	PRP
1	काज	NN
1	करबाक	VM
1	तरीका	NN
1	के	PSP
1	बुझि	VM
1	सकैत	VAUX
1	अछि	VAUX
1	?	SYM

1	जेना	PRP
1	कि	CC
1	धर्मशास्त्र	NN
1	मे	PSP
1	लिखल	VM
1	अछि	VAUX
1	प्रभुक	NN
1	मोन	NN
1	के	PSP
1	जनलक	VM
1	अछि	VAUX
1	?	SYM

1	हुनकर	PRP
1	सलाहकार	NN
1	केँ	PSP
1	भऽ	VM
1	सकल	VAUX
1	अछि	VAUX
1	?	SYM

1	परमेश्वर	NNP
1	केँ	PSP
1	के	WQ
1	कहियो	NST
1	किछु	QF
1	देने	VM
1	अछि	VAUX
1	जे	PRP
1	ओ	PRP
1	बदला	NN
1	मे	PSP
1	किछु	QF
1	पयबाक	VM
1	दावा	NN
1	कऽ	VM
1	सकय	VAUX
1	?	SYM

1	सभ	QF
1	किछु	QF
1	तँ	RB
1	हुनका	PRP
1	सँ	PSP
1	,	SYM
1	हुनका	PRP
1	द्वारा	PSP
1	आ	CC
1	हुनका	PRP
1	लेल	PSP
1	अछि	VM
1	।	SYM

1	हुनकर	PRP
1	स्तुति	NN
1	युगयुग	RB
1	होइत	VM
1	रहनि	VAUX
1	!	SYM

1	आमीन	NN
1	।	SYM


1	﻿किछु	QF
1	समयोपरान्त	NST
1	कमला	NNP
1	हुनका	PRP
1	घर	NN
1	लग	PSP
1	आबि	VM
1	क	VAUX
1	अपन	PRP
1	बलिक	NN
1	बात	NN
1	कहलनि	VM
1	।	SYM

1	एहि	DEM
1	खिस्सासँ	NN
1	र्इ	CC
1	स्पष्ट	VM
1	होइछ	VAUX
1	जे	CC
1	गोनू	NNP
1	झाक	NNP
1	घरक	NN
1	इर्द	NST
1	गिर्द	NST
1	कमला	NNP
1	नदी	NN
1	होयबाक	VM
1	चाही	VAUX
1	,	SYM
1	से	PRP
1	छैक	VM
1	।	SYM

1	गोनू	NNP
1	झाक	NNP
1	डीह	NN
1	,	SYM
1	जे	CC
1	पूर्णत	QF
1	:	SYM
1	अतिक्रमित	VM
1	अछि	VAUX
1	,	SYM
1	जाहिपर	NST
1	पोस्ट	NN
1	आफिस	NN
1	आओर	CC
1	नुनीयासमुदायक	NNP
1	लोकसभ	NN
1	बसल	VM
1	छथि	VAUX
1	,	SYM
1	तकर	PRP
1	पश्चिम	NNP
1	सटले	PSP
1	कमला	NNP
1	धार	NN
1	अछि	VM
1	।	SYM

1	नदीकेँ	NN
1	धारा	NN
1	प्रवाहक	NN
1	दिशा	NN
1	परिवर्तन	VM
1	करबाक	VAUX
1	प्रवृत्ति	VM
1	रहलैक	VAUX
1	अछि	VAUX
1	ताहि	DEM
1	कारणेँ	NN
1	वर्तमानमे	NN
1	एहि	DEM
1	धारसँ	NN
1	पानि	NN
1	नहि	NEG
1	बहैत	VM
1	अछि	VAUX
1	।	SYM

1	स्थानीय	NN
1	लोकक	NN
1	अनुसारेँ	NN
1	सन	NST
1	एक	QC
1	टा	RP
1	कमला	NNP
1	नदीक	NN
1	सर्वेक्षण	JJ
1	टीम	NN
1	आयल	VM
1	छल	VAUX
1	,	SYM
1	जाचमे	NN
1	पाओल	VM
1	गेल	VAUX
1	जे	CC
1	एहि	DEM
1	नदीमे	NN
1	फीट	NN
1	माटिक	NN
1	नीचा	NST
1	एखनहुँ	PRP
1	पानिक	NN
1	प्रवाह	VM
1	छैक	VAUX
1	।	SYM

1	सलाह	VM
1	देल	VAUX
1	गेल	VAUX
1	जे	CC
1	एहि	DEM
1	धारमे	NN
1	घर	NN
1	नहि	NEG
1	बनाबी	VM
1	।	SYM

1	ओना	PRP
1	कोनो	WQ
1	लिखित	VM
1	बोर्ड	NN
1	वा	CC
1	आदेश	VM
1	नहि	NEG
1	टांगल	VM
1	अछि	VAUX
1	।	SYM

1	ब्राह्मण	NNP
1	,	SYM
1	राजपूत	NNP
1	,	SYM
1	हजाम	NNP
1	,	SYM
1	डोम	NNP
1	,	SYM
1	नुनिया	NNP
1	,	SYM
1	कायस्थ	NNP
1	,	SYM
1	चमार	NNP
1	,	SYM
1	तेली	NNP
1	,	SYM
1	मुसलमान	NNP
1	,	SYM
1	सहित	PSP
1	अनेको	QF
1	जाति	NN
1	,	SYM
1	समुदाय	NN
1	आ	CC
1	धर्मक	NN
1	लोक	NN
1	समूहसँ	NN
1	बनल	VM
1	गाम	NN
1	भरबाड़ाक	NN
1	एक	QC
1	कात	NN
1	ब्रह्मस्थान	NNP
1	अवस्थित	VM
1	छैक	VAUX
1	।	SYM

1	किदवदन्ति	NN
1	अछि	VM
1	जे	CC
1	एहि	DEM
1	ब्रह्मस्थानमे	NNP
1	जाहि	NST
1	दिन	NN
1	बाढ़िक	NN
1	पानि	NN
1	पहुँचि	VM
1	जाइत	VAUX
1	अछि	VAUX
1	ओहि	DEM
1	दिन	NN
1	किछु	QF
1	क्षण	NN
1	बाद	PSP
1	स्वत	PRP
1	:	SYM
1	पानि	NN
1	घटब	VM
1	शुरु	RB
1	भ	VAUX
1	जाइत	VAUX
1	अछि	VAUX
1	।	SYM

1	जगजननी	NN
1	जानकीक	NN
1	मातृभूमि	NN
1	मिथिलामे	NNP
1	शिव	NNP
1	आ	CC
1	शक्ति	NN
1	पूजनक	NN
1	विधान	NN
1	अछि	VM
1	।	SYM

1	मिथिलाक	NNP
1	गामक	NN
1	संरचना	NN
1	आदि	NST
1	कालसँ	NN
1	आधुनिक	NST
1	काल	NN
1	धरि	NST
1	एक	QC
1	तरहक	NN
1	रहल	VM
1	अछि	VAUX
1	।	SYM

1	ताहि	DEM
1	आधारपर	NN
1	गाममे	NN
1	शिव	NNP
1	मंदिर	NN
1	आ	CC
1	ताहिसँ	DEM
1	सटल	JJ
1	पोखरि	NN
1	होयबाक	VM
1	चाही	VAUX
1	,	SYM
1	एक	QC
1	टा	RP
1	से	PRP
1	छैक	VM
1	।	SYM

1	गामक	NN
1	मध्यमे	NST
1	एकड़	NN
1	भू-भागमे	NN
1	पसरल	JJ
1	एक	QC
1	टा	RP
1	पोखरि	NN
1	अछि	VM
1	दिग्घी	NNP
1	पोखरि	NN
1	।	SYM

1	एकर	DEM
1	दछिनबरिया	NST
1	भीँड़पर	NST
1	एक	QC
1	टा	RP
1	विशाल	JJ
1	वरक	NN
1	गाछ	NN
1	छल	VM
1	जकर	PRP
1	जड़िमे	NN
1	शिवलिंग	NNP
1	छलैक	VM
1	।	SYM

1	सरकारक	NN
1	अनदेखी	VM
1	आ	CC
1	गामक	NN
1	अज्ञानताक	JJ
1	कारणेँ	NN
1	एहि	DEM
1	गाछकेँ	NN
1	काटि	VM
1	एक	QC
1	अलग	JJ
1	शिव	NNP
1	मंदिरक	NN
1	स्थापना	VM
1	भेल	VAUX
1	।	SYM

1	ओना	PRP
1	अनहोनीसँ	JJ
1	बचबाक	VM
1	हेतु	VAUX
1	ग्रामीण	NN
1	सभ	QF
1	शतचण्डी	NNP
1	यज्ञ	NN
1	कयने	VM
1	छलाह	VAUX
1	।	SYM

1	सिंचार्इ	NN
1	आ	CC
1	माल	NN
1	मवेशीक	NN
1	हेतु	CC
1	एक	QC
1	अलग	JJ
1	पोखरि	NN
1	रहैत	VM
1	अछि	VAUX
1	।	SYM

1	तकर	PRP
1	गवाही	NN
1	गामक	NN
1	घोरछौड़	JJ
1	पोखरि	NN
1	द	VM
1	रहल	VAUX
1	अछि	VAUX
1	।	DEM

1	र्इ	CC
1	दुनू	QO
1	पोखरि	NN
1	अपनामे	PRP
1	इतिहास	NN
1	समेटने	VM
1	अपन	PRP
1	उद्धारक	NN
1	आ	CC
1	सौंदर्यीकरणक	NN
1	बाट	CC
1	जोहि	VM
1	रहल	VAUX
1	अछि	VAUX
1	।	SYM

1	कहल	VM
1	जाइत	VAUX
1	अछि	VAUX
1	जे	CC
1	र्इ	CC
1	दैत्यक	NN
1	खूनल	JJ
1	पोखरि	NN
1	छैक	VM
1	,	SYM
1	संगहि	PSP
1	इहो	PRP
1	कहल	VM
1	जाइत	VAUX
1	अछि	VAUX
1	जे	CC
1	र्इ	CC
1	राजा	NN
1	शिवसंहक	NNP
1	समयक	NST
1	अछि	VM
1	।	SYM

1	गोनू	NNP
1	झा	NNP
1	कालीक	NNP
1	उपासक	VM
1	छलाह	VAUX
1	।	SYM

1	भड़वारा	NNP
1	गामक	NN
1	प्राचीन	NST
1	माँ	NN
1	भगवती	NNP
1	मंदिर	NN
1	हिनक	PRP
1	स्थल	NST
1	मानल	VM
1	जा	VAUX
1	रहल	VAUX
1	अछि	VAUX
1	।	SYM

1	मिथिलामे	NNP
1	भगवतीक	NNP
1	'	SYM
1	पीड़ीक	NN
1	व्यवहार	NN
1	छैक	VM
1	।	SYM

1	एहि	DEM
1	भगवती	NN
1	स्थानमे	NST
1	टा	RP
1	पीड़ी	NN
1	छैक	VM
1	जे	CC
1	आदि	NST
1	कालसँ	NN
1	होयबाक	VM
1	संकेत	NN
1	द	VM
1	रहल	VAUX
1	अछि	VAUX
1	।	SYM

1	अतिक्रमण	NN
1	होयबाक	VAUX
1	कारणेँ	NN
1	एतय	DEM
1	जगहक	NN
1	अभाव	VM
1	छैक	VAUX
1	तेँ	PRP
1	स्थानीय	JJ
1	लोकक	NN
1	एकमतसँ	NN
1	गाममे	NN
1	एक	QC
1	टा	RP
1	नव	JJ
1	दुर्गा	NNP
1	मंदिर	NN
1	बनाओल	VM
1	गेल	VAUX
1	,	SYM
1	जतय	NST
1	मूर्ति	NN
1	पूजन	VM
1	होइत	VAUX
1	अछि	VAUX
1	।	SYM

1	दुर्गापूजा	NNP
1	किंवा	NNP
1	कोनहुँ	WQ
1	दिन	NN
1	जहिया	PRP
1	बलि	NN
1	प्रदान	VM
1	कयल	VAUX
1	जाइत	VAUX
1	छैक	VAUX
1	ताहि	PRP
1	दिनमे	NN
1	बलि	VM
1	देल	VAUX
1	जाइत	VAUX
1	छैक	VAUX
1	।	SYM

1	एहि	DEM
1	पीड़ीनुमा	NN
1	भगवतीक	NNP
1	गोनू	NNP
1	झाक	NNP
1	साधनासँ	JJ
1	कतेक	WQ
1	सम्बन्ध	NN
1	?	SYM

1	एहि	DEM
1	जिज्ञासाक	NN
1	लेल	CC
1	शोध	NN
1	आ	CC
1	चिन्तनक	NN
1	आवश्यकता	RB
1	छैक	VM
1	।	SYM

1	गोनू	NNP
1	झाक	NNP
1	कथासँ	NN
1	स्पष्ट	VM
1	होइछ	VAUX
1	जे	CC
1	गामक	NN
1	हजाम	NNP
1	आ	CC
1	दुसाध	NNP
1	जातिक	NN
1	घर	NN
1	हिनक	PRP
1	घरसँ	NN
1	किछु	QF
1	दूरीपर	NST
1	छल	VM
1	तहिना	NST
1	भड़वारासँ	NNP
1	कि	NN
1	.	SYM

1	मी	NN
1	.	SYM

1	पश्चिम	NST
1	निस्ता	NNP
1	गावमे	NN
1	हजाम	NNP
1	आ	CC
1	कि	NN
1	.	SYM

1	मी	NN
1	.	SYM

1	पू	NST
1	.	SYM

1	द	NST
1	.	SYM

1	कोणमे	NST
1	अस्थुआ	NNP
1	गाममे	NN
1	दुसाध	NNP
1	जातिक	NN
1	लोक	NN
1	सभ	QF
1	रहैत	VM
1	छथि	VAUX
1	।	SYM

1	हिनक	PRP
1	कथामे	NN
1	हजाम	NNP
1	आ	CC
1	चोर	NN
1	महत्वपूर्ण	JJ
1	भूमिकामे	NN
1	रहैछ	VM
1	।	SYM

1	गोनू	NNP
1	झा	NNP
1	गामक	NN
1	भड़वारा	NNP
1	)	SYM
1	लोकनायक	NN
1	दुलरा	JJ
1	दयाल	NNP
1	जे	CC
1	तांत्रिक	NN
1	छलाह	VM
1	,	SYM
1	संग	NN
1	भजार	NN
1	लागल	VM
1	छलनि	VAUX
1	।	SYM

1	दुनू	QC
1	गोटेक	RP
1	बैसार	VM
1	दुर्गा	NNP
1	दयालक	NNP
1	साधनास्थलपर	NN
1	छल	VM
1	।	SYM

1	दुर्गा	NNP
1	दयालक	NNP
1	ओहि	DEM
1	बैसारबला	NN
1	जगहक	NN
1	जानकारी	NN
1	आइयो	NN
1	स्थानीय	JJ
1	लोक	NN
1	द	VM
1	रहल	VAUX
1	छथि	VAUX
1	।	SYM

1	दुर्गा	NNP
1	दयाल	NNP
1	जमींदार	NN
1	छलाह	VM
1	।	SYM

1	पछिला	NST
1	दशक	QO
1	घरि	NST
1	मुजफ्फरपुर	NNP
1	जिलाक	NN
1	एक	QC
1	बाबा	NN
1	ओहि	DEM
1	जमीनक	NN
1	देखरेख	VM
1	करैत	VAUX
1	छलाह	VAUX
1	।	SYM

1	छलपूर्वक	RB
1	ओ	PRP
1	जमीनक	NN
1	आथीरिटी	JJ
1	लेटर	NN
1	बना	VM
1	सभ	QF
1	जमीन	NN
1	घसल	JJ
1	र्इटाक	NN
1	मकान	NN
1	सरकारी	NN
1	पुरातात्विक	NNP
1	विभागक	NN
1	जाँच	VM
1	हेतु	CC
1	मुँह	NN
1	चियारने	VM
1	पड़ल	VAUX
1	अछि	VAUX
1	।	SYM

1	गोनू	NNP
1	झाकेँ	NNP
1	वंशजक	NN
1	कोनो	WQ
1	पुख्ता	JJ
1	सबूत	NN
1	सेाझा	VM
1	नहि	NEG
1	आयल	VAUX
1	अछि	VAUX
1	।	SYM

1	ओना	PRP
1	स्थानीय	JJ
1	स्वद्ध	NN
1	रामसेवक	NNP
1	झाक	NNP
1	दावा	VM
1	छलनि	VAUX
1	जे	CC
1	ओ	PRP
1	गोनू	NNP
1	झाक	NNP
1	वंशज	NN
1	छलाह	VM
1	।	SYM

1	वाटसन	NNP
1		SYM
1	+	SYM
1	विद्यालय	NN
1	मधुबनी	NNP
1	)	SYM
1	क	PSP
1	शिक्षक	NN
1	श्री	RP
1	इन्द्रकान्त	NNP
1	झा	NNP
1	छठम	QO
1	शताब्दीमे	NST
1	जनमल	VM
1	'	SYM
1	डाकसँ	NN
1	तुलना	VM
1	करैत	VAUX
1	कहलनि	VAUX
1	जे	CC
1	गोनू	NNP
1	झा	NNP
1	हुनके	PRP
1	जकाँ	PRP
1	कुषाग्र	JJ
1	बुद्धिक	NN
1	छलाह	VM
1	।	SYM

1	जहिना	WQ
1	डाकक	NN
1	वचन	NN
1	मिथिला	NNP
1	जनमानसमे	NN
1	प्रचलित	VM
1	अछि	VAUX
1	तहिना	WQ
1	गोनू	NNP
1	झाक	NNP
1	खिस्सा	NN
1	।	SYM

1	भड़वारा	NNP
1	गाममे	NN
1	दिग्घी	JJ
1	पोखरिक	NN
1	दक्षिणवरिया	NST
1	भीँड़पर	NN
1	गोनू	NNP
1	झाक	NNP
1	प्रतिमा	NN
1	स्थापित	VM
1	कयल	VAUX
1	गेल	VAUX
1	अछि	VAUX
1	।	SYM

1	शतचण्डी	NNP
1	यज्ञक	NN
1	बाद	PSP
1	सिंहवाड़ा	NNP
1	प्रखण्डक	NN
1	पूर्व	NST
1	प्रखण्ड	NN
1	विकास	NN
1	पदाधिकारी	NN
1	पहाड़पुरक	NNP
1	सहयोगसँ	NN
1	हिनक	PRP
1	प्रतिमाक	NN
1	नक्कासी	NN
1	कय	PSP
1	स्थापित	VM
1	कयल	VAUX
1	गेल	VAUX
1	अछि	VAUX
1	।	SYM

1	गाममे	NN
1	एक	QC
1	टा	RP
1	'	SYM
1	गोनू	NNP
1	झा	NNP
1	ग्राम	NN
1	विकास	NN
